"text_unit_ids","entity_ids","id"
"03758f7c562d6a91a7fd1369449e90e3","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' 'bb0cff774a4440b289cc6f3b929fe13c'
 '5a6c1d15424149f69052cd8d91fbff75' '1f7b02bf486e4f42b23e9cb1a63207f3'
 'f6cbbf1b8f4b48a28a16e4dd8976b9bb' '39887ca8567141d5b857b87a2bca4086']","03758f7c562d6a91a7fd1369449e90e3"
"0433a3c4dca6333892aff57819ef44af","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' '525f41ea20274a05af4e52b625b473f3'
 '28e7639f55ce464c8a080cbb2c745fa2' '6ff4ed0dda4f4158af37be99f505565f'
 '17bad53a0ebe4569839e5e151ff78593' '11e4325f59394ff1bc89892f79288702'
 '39887ca8567141d5b857b87a2bca4086' '95ec30ce8dbe4ca28714e3e3735da8f3'
 'a9de65176e234a9f9073b8df9d675e90' 'a37bd07ff1694b6c90572399f084e1ec'
 '826e32d5ea1d455f8ae2d3b77cd2b41e']","0433a3c4dca6333892aff57819ef44af"
"05301d36064e6d29a2a5c93d4c2a3246","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' 'f1c6eed066f24cbdb376b910fce29ed4'
 '824d93d9840a4b7c8b1f31bc6816b497' '8c34cd494a63438dac219c1dc0f73100'
 '1ce76a5547854d458878bd445f0ccbd6' 'a3e683d294ed42a28d60d09a36cbeb54'
 '01abe16e67c241a887aa62abe22d155c' '82b7f7c27e2348f880c94ffb80942de7'
 '9f6e7a08bd814d19b45fac58928027f8']","05301d36064e6d29a2a5c93d4c2a3246"
"0567c1074c69229755f198c16a2aa25c","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' '7c49f2710e8b4d3b8dc9310834406ea5'
 '1f7b02bf486e4f42b23e9cb1a63207f3' '17bad53a0ebe4569839e5e151ff78593'
 '33905debec1a45ecae1c65daac1d854c' '39887ca8567141d5b857b87a2bca4086'
 'bbf4007dc9c0486b8ea76d616045467a' '64be9b98299f4d349e0f4358685ca235'
 'b75594a9d9c8404688a5cfe02272cdfc' '0f926e9dfaae4615b16a794e984b85ae'
 '47851446a4df4f5aa4505c999daaaaf7' 'c3e51a2782ba4f86b49b4038a316d9fb'
 '8f09d5749e034c579f2ac191e22e1087' '2ce5d7d975834096a3ec7e484035cdfe'
 '65cfb89a8a4547c2af0d579a69acd6ee' '2eb9b76789344bac852d2b437ef334d4']","0567c1074c69229755f198c16a2aa25c"
"05892f1a81016bcf29599ad914cb1849","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' '1f7b02bf486e4f42b23e9cb1a63207f3'
 'f6cbbf1b8f4b48a28a16e4dd8976b9bb' '1ce76a5547854d458878bd445f0ccbd6'
 'a3e683d294ed42a28d60d09a36cbeb54' '6191e014f3f64e46a0777063ed4ac19a'
 '5dffe69693734eaeb360de4582d489b0' 'e4fe96090a7641c68d0b1995d1f238b4'
 '3fa1055cd26840678d546570e8b423d9' '9802dae4757b42269e93c66b5214a396'
 'c39e66acec274a5980ce275709a847ba']","05892f1a81016bcf29599ad914cb1849"
"05bacb3e0edd2d727f18254f2950a430","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' 'c160b9cb27d6408ba6ab20214a2f3f81'
 '5a6c1d15424149f69052cd8d91fbff75' 'c0f2dc03d8df400db4997c1a0babd6ad'
 '28e7639f55ce464c8a080cbb2c745fa2' '1f7b02bf486e4f42b23e9cb1a63207f3']","05bacb3e0edd2d727f18254f2950a430"
"05be39f8e8482a26c285826d9cbad1e6","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' '4067269e7f6943cdbc299ce02b7eadbd'
 '1aa8484562784f378851c33843c89687' 'f1a65d05dd5d456b889217020475ef80'
 'c077d92b48b6477db91e1a0460600f52' '5ca888df9b884e54accdd2ff29d125c1'
 '8290a6212d6c4430ae0056c7e8eccd5f']","05be39f8e8482a26c285826d9cbad1e6"
"05c113ea9ee7bda0ac0b7b586adc0530","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' '015e7b58d1a14b44beab3bbc9f912c18'
 '0d8fde01d7234726a00d7e73e2e01d66' '33905debec1a45ecae1c65daac1d854c'
 '5d6dc034d2014e8c930fde69c31b99cf' '1ad7e0ad19334488b5d3b008f93a4ef4'
 '8c76a8cb5951422ba3b3cc6fcb66a391' '096dee591c1f4141a73fd628a59ffbe9']","05c113ea9ee7bda0ac0b7b586adc0530"
"065222ac095c38cb40f9474a8db0d206","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' 'f1c6eed066f24cbdb376b910fce29ed4'
 'd0baf2392635468db7f5657f89eb2024' '901b491be7344401b4544ff05e591a0e'
 'ecacbf62b81d485396a56e1730e75a04' 'ba0ad1bcf02b4928a1b7ff7b23acdd6f'
 '0e3c66c25d7e43a7960c37d28315e5d8']","065222ac095c38cb40f9474a8db0d206"
"06d89676392c824c41b4a7884923f3f1","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' '7c49f2710e8b4d3b8dc9310834406ea5'
 '7e2c84548fb94ee395ba8588d8f2a006' '4920fda031804ce8a1073ace8e061ed6'
 'e2aacff6b4404574b818e7a3ece57b5b' '64be9b98299f4d349e0f4358685ca235'
 '8302a03f6ede471bb955c0bbf44a4b3c' 'a02263dd89964a1c8ab2d0e9aba0f4eb'
 '6b7aa6ce4cac4edbaaab831286e67e5e' '655d40ea08e348ad94ae49785797da90'
 '254cea99330f4f2aa062c771146da7ea']","06d89676392c824c41b4a7884923f3f1"
"0712bed322ab8b2c0bff984ca278e456","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' 'ecdc1020b10e49ca869d399825e16fa3'
 '1f7b02bf486e4f42b23e9cb1a63207f3' 'eb7c93eeb9dc41aab57d29e97ebb4951'
 '17bad53a0ebe4569839e5e151ff78593' '39887ca8567141d5b857b87a2bca4086'
 '28b7457ca5dc4a38a488946a3f8e207e' '8029a14d15404e6db95ddf5e2bf9fc15']","0712bed322ab8b2c0bff984ca278e456"
"0721d3cefb6d39b504f24d4e4398cc5a","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' '28e7639f55ce464c8a080cbb2c745fa2'
 'cd58a8740ba54d86a77db9bb9544ef0d' '2a48f66b6a424b9ebf38562836fe1c82'
 '880db899ce864932843fe230e3d364ad' '59463c48d2fb48308cd38ee8dd869f59']","0721d3cefb6d39b504f24d4e4398cc5a"
"0738adf9a540e907c6f893e721b36f6e","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' '0d8fde01d7234726a00d7e73e2e01d66'
 'c063484895794a0eaae1b0ff070ad4c9' 'e8868920e21b4431aad16e86db977ecb'
 'aea3378bfff842e5b3f4b7a4b55b3879' 'd562223c17d948bf98e34b4d97dde932'
 'cde2d75c51d245879265b79d14b8699b']","0738adf9a540e907c6f893e721b36f6e"
"0776e1dbf0a8c025d4abac9402228653","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' '1f7b02bf486e4f42b23e9cb1a63207f3'
 'f6cbbf1b8f4b48a28a16e4dd8976b9bb' '6ff4ed0dda4f4158af37be99f505565f'
 'aafc13d02ade40adae13d3bee241817a' 'f3e6e2c82bab4430a33987a19e3d1835'
 '6768cc24da5d4a2492ff936dd4b35661' '223e1e3e7c4f4282b086e940f8c935c2']","0776e1dbf0a8c025d4abac9402228653"
"085f55f5407bc99bbd7439944e961327","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' '0d8fde01d7234726a00d7e73e2e01d66'
 '28e7639f55ce464c8a080cbb2c745fa2' '6191e014f3f64e46a0777063ed4ac19a'
 'f5ae7dc11fd64822a3a15e7d3839031a' 'c277297e3e7b417892e986c8767f58ad'
 '744f492f46d841c0b0fee5f4a9b40b6c']","085f55f5407bc99bbd7439944e961327"
"08a26314e05c20fb68f62af7904b1abe","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' 'f6cbbf1b8f4b48a28a16e4dd8976b9bb'
 'a0f326b9597b49dda6563e9208316117' '39887ca8567141d5b857b87a2bca4086'
 'ec10a8695b1a4e8787d9d29114e9d5ce' '9397185bb4d7492b88eaa20fa10c0ae5'
 '2b1b9b1ed49c4ace91ff099752b8c0a5']","08a26314e05c20fb68f62af7904b1abe"
"08c749795c74626a856b1209a25e240a","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' '0d8fde01d7234726a00d7e73e2e01d66'
 '28e7639f55ce464c8a080cbb2c745fa2' '17bad53a0ebe4569839e5e151ff78593'
 '39887ca8567141d5b857b87a2bca4086' '6191e014f3f64e46a0777063ed4ac19a'
 '7a4573a19ef94e25b4480cb4d953ae7a' '1087596b06d1400a8f863d0ac1af64a4'
 '0e2f68c8ff734b279b7aad333bcf2fda' '172b0d0fa0794494a3c50b135c1f2cd6'
 '96f016e343b34ac894b0b7153f474ab0']","08c749795c74626a856b1209a25e240a"
"08e9c39cdba71e3c0d8a5fb5abac13ff","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' 'f1c6eed066f24cbdb376b910fce29ed4'
 '09f18f81442d4d6d93a90f0fac683f9b' '1f7b02bf486e4f42b23e9cb1a63207f3'
 '17bad53a0ebe4569839e5e151ff78593' '39887ca8567141d5b857b87a2bca4086'
 'd3511ecd27cd4166bdb39e757e275300' '64ec8c4eb0734d60a5287e3df62652bd'
 '19a5840a67e14c468f9f3d6851eaee5c']","08e9c39cdba71e3c0d8a5fb5abac13ff"
"097ac8c2752af3fb7293014aaf4e7c6b","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' '28e7639f55ce464c8a080cbb2c745fa2'
 '1f7b02bf486e4f42b23e9cb1a63207f3' '8c34cd494a63438dac219c1dc0f73100'
 '82b7f7c27e2348f880c94ffb80942de7' '0f1282bdfedb4f6e8765007a90dd2959']","097ac8c2752af3fb7293014aaf4e7c6b"
"097ee5cb4fab3e41a8abef4394f3ed0d","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' '09f18f81442d4d6d93a90f0fac683f9b'
 '5a6c1d15424149f69052cd8d91fbff75' '423b72bbd56f4caa98f3328202c1c3c9'
 '0d8fde01d7234726a00d7e73e2e01d66' '28e7639f55ce464c8a080cbb2c745fa2'
 '17bad53a0ebe4569839e5e151ff78593']","097ee5cb4fab3e41a8abef4394f3ed0d"
"0987d33a3eaef0d94c8907b60ec0bddf","['3671ea0dd4e84c1a9b02c5ab2c8f4bac' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' 'f84314943bee4c859c9a62f268c9c216'
 'ba481175ee1d4329bf07757a30abd3a1' '4da4ef951ff340f1a3dd679de4be3341'
 '2f05fcce857e4a499ca4e89a3cefbcb3' 'b3aeb7ae009a4f52ae3ae4586e32fe11'
 '089b9b9841714b8da043777e2cda3767']","0987d33a3eaef0d94c8907b60ec0bddf"
