"entity_graph"
"""<graphml xmlns=http://graphml.graphdrawing.org/xmlns xmlns:xsi=http://www.w3.org/2001/XMLSchema-instance xsi:schemaLocation=http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd>
  <key id=d5 for=edge attr.name=source_id attr.type=string />
  <key id=d4 for=edge attr.name=description attr.type=string />
  <key id=d3 for=edge attr.name=weight attr.type=double />
  <key id=d2 for=node attr.name=source_id attr.type=string />
  <key id=d1 for=node attr.name=description attr.type=string />
  <key id=d0 for=node attr.name=type attr.type=string />
  <graph edgedefault=undirected>
      <data key=d2>0e6f8d3e2ad2ccfc51c256ea752e0a3c,368ab092366519a150ec0509bb534c3d,3f5922ae9b3c925d158394d73ee92395,ceeb9add46d7e77ecb4366b090d819f4,f905ec1981d834d41d2b4062b533516b</data>
    </node>
    <node id=&quot;&#29572;&#33521;&#27934;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#29572;&#33521;&#27934;&#20301;&#20110;&#38738;&#40857;&#23665;&#20869;&#65292;&#26159;&#19977;&#20010;&#22934;&#31934;&#30340;&#27934;&#24220;&#12290;&#29572;&#33521;&#27934;&#26159;&#22934;&#24618;&#30340;&#34255;&#36523;&#20043;&#22320;&#65292;&#21776;&#20711;&#21644;&#20854;&#20182;&#24466;&#24351;&#34987;&#22234;&#31105;&#20110;&#27492;&#12290;&#29572;&#33521;&#27934;&#26159;&#36767;&#23506;&#22823;&#29579;&#12289;&#36767;&#26257;&#22823;&#29579;&#12289;&#36767;&#23576;&#22823;&#29579;&#23621;&#20303;&#30340;&#27934;&#31348;&#12290;&#29572;&#33521;&#27934;&#26159;&#38738;&#40857;&#23665;&#20013;&#30340;&#19968;&#20010;&#27934;&#31348;&#65292;&#26159;&#22934;&#24618;&#30340;&#24034;&#31348;&#65292;&#21776;&#20711;&#34987;&#22234;&#31105;&#20110;&#27492;&#12290;&#29572;&#33521;&#27934;&#26159;&#38738;&#40857;&#23665;&#20013;&#30340;&#19968;&#20010;&#27934;&#31348;&#65292;&#26159;&#29312;&#29275;&#24618;&#30340;&#23621;&#20303;&#22320;&#12290;&#29572;&#33521;&#27934;&#26159;&#38738;&#40857;&#23665;&#20869;&#30340;&#19968;&#20010;&#27934;&#31348;&#65292;&#26159;&#19977;&#20010;&#22934;&#31934;&#30340;&#23621;&#20303;&#22320;&#12290;</data>
      <data key=d2>0e6f8d3e2ad2ccfc51c256ea752e0a3c,368ab092366519a150ec0509bb534c3d,3f5922ae9b3c925d158394d73ee92395,ceeb9add46d7e77ecb4366b090d819f4,d254d6b1a5f2fd4f16d39523db8a5ad8,f905ec1981d834d41d2b4062b533516b</data>
    </node>
    <node id=&quot;&#36767;&#23506;&#22823;&#29579;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#34527;&#23506;&#22823;&#29579;&#26159;&#38738;&#40857;&#23665;&#29572;&#33521;&#27934;&#20013;&#30340;&#19968;&#20010;&#22934;&#31934;&#65292;&#19982;&#34527;&#28814;&#22823;&#29579;&#21644;&#34527;&#23576;&#22823;&#29579;&#19968;&#21516;&#23041;&#24913;&#21776;&#20711;&#12290;&#20316;&#20026;&#19977;&#20010;&#22934;&#29579;&#20043;&#19968;&#65292;&#34527;&#23506;&#22823;&#29579;&#25351;&#25381;&#23567;&#22934;&#25235;&#20303;&#20843;&#25106;&#21644;&#27801;&#20711;&#65292;&#24182;&#22312;&#29572;&#33521;&#27934;&#20013;&#19982;&#20854;&#20182;&#20004;&#20010;&#22934;&#31934;&#20849;&#21516;&#32479;&#27835;&#27934;&#24220;&#12290;&#34527;&#23506;&#22823;&#29579;&#26159;&#19977;&#20301;&#22934;&#31934;&#20013;&#30340;&#20027;&#35201;&#35282;&#33394;&#20043;&#19968;&#65292;&#20351;&#29992;&#38074;&#26023;&#19982;&#23385;&#34892;&#32773;&#25112;&#26007;&#12290;&#20316;&#20026;&#38738;&#40857;&#23665;&#29572;&#33521;&#27934;&#30340;&#19977;&#20301;&#22934;&#24618;&#20043;&#19968;&#65292;&#34527;&#23506;&#22823;&#29579;&#20855;&#26377;&#24378;&#22823;&#30340;&#31070;&#36890;&#12290;</data>
      <data key=d2>0e6f8d3e2ad2ccfc51c256ea752e0a3c,368ab092366519a150ec0509bb534c3d,3f5922ae9b3c925d158394d73ee92395,4332d8d0275ba00aeda29ae3af23bc7f,6e4204be125e7fe3d437e93f00e7f4d8,ceeb9add46d7e77ecb4366b090d819f4</data>
    </node>
    <node id=&quot;&#36767;&#26257;&#22823;&#29579;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#34649;&#34656;&#22823;&#29579;&#26159;&#38738;&#40857;&#23665;&#29572;&#33521;&#27934;&#20013;&#30340;&#19968;&#20010;&#22934;&#31934;&#65292;&#19982;&#34649;&#23506;&#22823;&#29579;&#21644;&#34649;&#23576;&#22823;&#29579;&#19968;&#21516;&#23041;&#24913;&#21776;&#20711;&#12290;&#20182;&#26159;&#29572;&#33521;&#27934;&#20013;&#30340;&#19968;&#20010;&#22934;&#31934;&#65292;&#19982;&#20854;&#20182;&#20004;&#20010;&#22934;&#31934;&#20849;&#21516;&#32479;&#27835;&#27934;&#24220;&#12290;&#34649;&#34656;&#22823;&#29579;&#26159;&#29572;&#33521;&#27934;&#20013;&#30340;&#19968;&#20010;&#22934;&#31934;&#65292;&#26159;&#19977;&#20010;&#22934;&#31934;&#20013;&#30340;&#20027;&#35201;&#35282;&#33394;&#20043;&#19968;&#12290;&#20182;&#20351;&#29992;&#22823;&#20992;&#19982;&#23385;&#24735;&#31354;&#36827;&#34892;&#25112;&#26007;&#12290;&#34649;&#34656;&#22823;&#29579;&#26159;&#38738;&#40857;&#23665;&#29572;&#33521;&#27934;&#30340;&#19977;&#20301;&#22934;&#24618;&#20043;&#19968;&#65292;&#19982;&#23385;&#24735;&#31354;&#36827;&#34892;&#20102;&#22810;&#27425;&#25112;&#26007;&#12290;</data>
      <data key=d2>0e6f8d3e2ad2ccfc51c256ea752e0a3c,368ab092366519a150ec0509bb534c3d,3f5922ae9b3c925d158394d73ee92395,6e4204be125e7fe3d437e93f00e7f4d8,ceeb9add46d7e77ecb4366b090d819f4</data>
    </node>
    <node id=&quot;&#36767;&#23576;&#22823;&#29579;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#23576;&#22303;&#22823;&#29579;&#26159;&#38738;&#40857;&#23665;&#29572;&#33521;&#27934;&#20013;&#30340;&#19968;&#20010;&#22934;&#31934;&#65292;&#19982;&#36767;&#23506;&#22823;&#29579;&#21644;&#36767;&#26257;&#22823;&#29579;&#19968;&#21516;&#32479;&#27835;&#27934;&#24220;&#12290;&#20316;&#20026;&#19977;&#20301;&#22934;&#29579;&#20043;&#19968;&#65292;&#23576;&#22303;&#22823;&#29579;&#21442;&#19982;&#20102;&#19982;&#21776;&#20711;&#24466;&#24351;&#30340;&#25112;&#26007;&#65292;&#20351;&#29992;&#34276;&#29260;&#19982;&#23385;&#34892;&#32773;&#25112;&#26007;&#12290;&#20182;&#19982;&#36767;&#23506;&#22823;&#29579;&#21644;&#36767;&#26257;&#22823;&#29579;&#20849;&#21516;&#23041;&#24913;&#21776;&#20711;&#65292;&#26159;&#19977;&#20301;&#22934;&#31934;&#20013;&#30340;&#20027;&#35201;&#35282;&#33394;&#20043;&#19968;&#12290;&#23576;&#22303;&#22823;&#29579;&#26159;&#29572;&#33521;&#27934;&#20013;&#30340;&#19977;&#20301;&#22934;&#24618;&#20043;&#19968;&#65292;&#20849;&#21516;&#25235;&#20303;&#20102;&#21776;&#20711;&#21450;&#20854;&#24466;&#24351;&#12290;</data>
      <data key=d2>0e6f8d3e2ad2ccfc51c256ea752e0a3c,368ab092366519a150ec0509bb534c3d,3f5922ae9b3c925d158394d73ee92395,4332d8d0275ba00aeda29ae3af23bc7f,6e4204be125e7fe3d437e93f00e7f4d8,ceeb9add46d7e77ecb4366b090d819f4</data>
    </node>
    <node id=&quot;&#37329;&#24179;&#24220;&#24904;&#20113;&#23546;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#37329;&#24179;&#24220;&#24904;&#20113;&#23546;&#26159;&#24072;&#29238;&#25152;&#22312;&#30340;&#22320;&#26041;&#65292;&#22240;&#24072;&#29238;&#30340;&#31109;&#24615;&#23485;&#20102;&#32780;&#34987;&#22934;&#37034;&#25429;&#33719;&#12290;</data>
      <data key=d2>ceeb9add46d7e77ecb4366b090d819f4</data>
    </node>
    <node id=&quot;&#33945;&#37027;&#23546;&quot;>
      <data key=d0>ORGANIZATION</data>
      <data key=d1>&#33945;&#37027;&#23546;&#26159;&#19968;&#20010;&#23546;&#24217;&#65292;&#20711;&#20154;&#22312;&#27492;&#30041;&#23487;&#24182;&#21442;&#19982;&#20803;&#23477;&#33410;&#27963;&#21160;&#12290;</data>
      <data key=d2>6e4204be125e7fe3d437e93f00e7f4d8</data>
    </node>
    <node id=&quot;&#38271;&#23433;&#27946;&#31119;&#23546;&quot;>
      <data key=d0>ORGANIZATION</data>
      <data key=d1>&#38271;&#23433;&#27946;&#31119;&#23546;&#26159;&#38472;&#29572;&#22872;&#34987;&#25941;&#36176;&#20026;&#20711;&#23448;&#30340;&#22320;&#26041;&#12290;</data>
      <data key=d2>6e4204be125e7fe3d437e93f00e7f4d8</data>
    </node>
    <node id=&quot;&#22825;&#34028;&#22823;&#20803;&#24069;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#22825;&#34028;&#22823;&#20803;&#24069;&#65292;&#21363;&#29482;&#24735;&#33021;&#20843;&#25106;&#65292;&#26159;&#38472;&#29572;&#22872;&#30340;&#20108;&#24466;&#24351;&#12290;</data>
      <data key=d2>6e4204be125e7fe3d437e93f00e7f4d8</data>
    </node>
    <node id=&quot;&#29312;&#29275;&#24618;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#29312;&#29275;&#24618;&#26159;&#25925;&#20107;&#20013;&#30340;&#22934;&#31934;&#65292;&#30001;&#19977;&#21482;&#29312;&#29275;&#21464;&#25104;&#65292;&#26159;&#23385;&#22823;&#22307;&#31561;&#20154;&#30340;&#23545;&#25163;&#12290;</data>
      <data key=d2>f905ec1981d834d41d2b4062b533516b</data>
    </node>
    <node id=&quot;&#37190;&#37117;&#22478;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#37190;&#37117;&#22478;&#26159;&#25925;&#20107;&#20013;&#25552;&#21040;&#30340;&#22320;&#21517;&#65292;&#19982;&#39740;&#29579;&#26377;&#20851;&#12290;</data>
      <data key=d2>f905ec1981d834d41d2b4062b533516b</data>
    </node>
    <node id=&quot;&#39740;&#29579;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#39740;&#29579;&#26159;&#37190;&#37117;&#22478;&#30340;&#32479;&#27835;&#32773;&#65292;&#19982;&#22934;&#31934;&#26377;&#20851;&#32852;&#12290;</data>
      <data key=d2>f905ec1981d834d41d2b4062b533516b</data>
    </node>
    <node id=&quot;&#37329;&#24179;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#37329;&#24179;&#26159;&#21776;&#20711;&#19968;&#34892;&#20154;&#22312;&#35199;&#22495;&#32463;&#36807;&#30340;&#19968;&#20010;&#22320;&#26041;&#65292;&#19982;&#19978;&#20803;&#33410;&#26377;&#20851;&#12290;</data>
      <data key=d2>f905ec1981d834d41d2b4062b533516b</data>
    </node>
    <node id=&quot;&#38738;&#40857;&#23665;&#29572;&#33521;&#27934;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#38738;&#40857;&#23665;&#29572;&#33521;&#27934;&#26159;&#22934;&#24618;&#30340;&#23621;&#20303;&#22320;&#65292;&#21776;&#20711;&#34987;&#25417;&#20303;&#24182;&#38145;&#22312;&#27492;&#22788;&#65292;&#23385;&#24735;&#31354;&#22312;&#27492;&#22320;&#36827;&#34892;&#20102;&#35299;&#25937;&#34892;&#21160;&#12290;</data>
      <data key=d2>08e9c39cdba71e3c0d8a5fb5abac13ff</data>
    </node>
    <node id=&quot;&#22934;&#24618;&#27934;&#31348;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#22934;&#24618;&#27934;&#31348;&#26159;&#22934;&#29579;&#21644;&#20854;&#23567;&#22934;&#23621;&#20303;&#30340;&#22320;&#26041;&#65292;&#21776;&#20711;&#21644;&#20854;&#24466;&#24351;&#34987;&#25417;&#20303;&#30340;&#22320;&#26041;&#12290;</data>
      <data key=d2>4332d8d0275ba00aeda29ae3af23bc7f</data>
    </node>
    <node id=&quot;&#37329;&#24179;&#24220;&#26107;&#22825;&#21439;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#37329;&#24179;&#24220;&#26107;&#22825;&#21439;&#26159;&#21776;&#20711;&#19968;&#34892;&#20154;&#22312;&#21462;&#32463;&#36884;&#20013;&#21040;&#36798;&#30340;&#22320;&#26041;&#65292;&#21457;&#29983;&#20102;&#19968;&#31995;&#21015;&#19982;&#22934;&#24618;&#30340;&#20914;&#31361;&#12290;</data>
      <data key=d2>3f5922ae9b3c925d158394d73ee92395</data>
    </node>
    <node id=&quot;&#22235;&#26408;&#31165;&#26143;&quot;>
      <data key=d0>ORGANIZATION</data>
      <data key=d1>&#22235;&#26408;&#31165;&#26143;&#26159;&#19968;&#32452;&#22825;&#19978;&#30340;&#26143;&#23487;&#65292;&#20855;&#26377;&#38477;&#26381;&#29312;&#29275;&#31934;&#30340;&#33021;&#21147;&#12290;&#20182;&#20204;&#26159;&#22825;&#24237;&#30340;&#26143;&#23448;&#65292;&#34987;&#27966;&#36963;&#24110;&#21161;&#23385;&#24735;&#31354;&#38477;&#22934;&#12290;&#22235;&#26408;&#31165;&#26143;&#20063;&#26159;&#20462;&#34892;&#32773;&#35831;&#27714;&#29577;&#24093;&#27966;&#36963;&#26469;&#24110;&#21161;&#25910;&#26381;&#22934;&#24618;&#30340;&#26143;&#23448;&#22242;&#38431;&#12290;</data>
      <data key=d2>1990b0e5dbc8a0b2a4da63260b029dce,84d608c7ed902fe2df0eceefcbc0c85a,d254d6b1a5f2fd4f16d39523db8a5ad8</data>
    </node>
    <node id=&quot;&#29312;&#29275;&#31934;&quot;>
      <data key=d0>EVENT</data>
      <data key=d1>&#37555;&#29275;&#31934;&#26159;&#19968;&#32676;&#20462;&#29001;&#25104;&#31934;&#30340;&#37555;&#29275;&#65292;&#20855;&#26377;&#24375;&#22823;&#30340;&#31070;&#36890;&#65292;&#26159;&#34892;&#32773;&#38656;&#35201;&#38477;&#26381;&#30340;&#22934;&#24618;&#12290;&#23427;&#20497;&#26159;&#22934;&#24618;&#65292;&#34987;&#23403;&#22823;&#32854;&#21644;&#26143;&#23448;&#36861;&#25429;&#12290;&#37555;&#29275;&#31934;&#26159;&#25925;&#20107;&#20013;&#30340;&#22934;&#39764;&#65292;&#34987;&#23403;&#24735;&#31354;&#21644;&#20854;&#20182;&#26143;&#23448;&#25429;&#29554;&#20006;&#34389;&#27770;&#12290;</data>
      <data key=d2>0567c1074c69229755f198c16a2aa25c,1990b0e5dbc8a0b2a4da63260b029dce,84d608c7ed902fe2df0eceefcbc0c85a</data>
    </node>
    <node id=&quot;&#36767;&#23506;&#20799;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#34649;&#34656;&#20799;&#26159;&#22934;&#24618;&#20043;&#19968;&#65292;&#19982;&#20854;&#20182;&#22934;&#24618;&#19968;&#36215;&#23545;&#25239;&#23385;&#34892;&#32773;&#21644;&#26143;&#23448;&#12290;&#21516;&#26102;&#65292;&#34649;&#34656;&#20799;&#20063;&#26159;&#29360;&#29427;&#31934;&#20043;&#19968;&#65292;&#34987;&#20117;&#26408;&#29364;&#25429;&#33719;&#24182;&#21676;&#27515;&#12290;</data>
      <data key=d2>4f18e8f212ebd6ee8ee701599a31a7e5,d254d6b1a5f2fd4f16d39523db8a5ad8</data>
    </node>
    <node id=&quot;&#36767;&#26257;&#20799;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>辟暑儿 &#26159;&#22934;&#24618;&#20043;&#19968;&#65292;&#19982;&#20854;&#23427;&#22934;&#24618;&#19968;&#36215;&#23545;&#25239;&#23385;&#34892;&#32773;&#21644;&#26143;&#23448;&#12290;&#21516;&#26102;&#65292;&#23427;&#20063;&#26159;&#29312;&#29275;&#31934;&#20043;&#19968;&#65292;&#34987;&#35282;&#26408;&#34527;&#21644;&#20117;&#26408;&#29364;&#25429;&#33719;&#12290;</data>
      <data key=d2>4f18e8f212ebd6ee8ee701599a31a7e5,d254d6b1a5f2fd4f16d39523db8a5ad8</data>
    </node>
    <node id=&quot;&#36767;&#23576;&#20799;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>辟尘儿 &#26159;&#22934;&#24618;&#20043;&#19968;&#65292;&#19982;&#20854;&#20182;&#22934;&#24618;&#19968;&#36215;&#23545;&#25239;&#23385;&#24735;&#31354;&#21644;&#26143;&#23448;&#12290;&#21516;&#26102;&#65292;&#23427;&#20063;&#26159;&#29312;&#29275;&#31934;&#20043;&#19968;&#65292;&#34987;&#32769;&#40857;&#29579;&#21644;&#23385;&#22823;&#22307;&#30340;&#22242;&#38431;&#25429;&#33719;&#12290;</data>
      <data key=d2>4f18e8f212ebd6ee8ee701599a31a7e5,d254d6b1a5f2fd4f16d39523db8a5ad8</data>
    </node>
    <node id=&quot;&#26143;&#23448;&quot;>
      <data key=d0>ORGANIZATION</data>
      <data key=d1>&#26143;&#23448;&#26159;&#19968;&#20010;&#32452;&#32455;&#65292;&#36127;&#36131;&#36861;&#34989;&#22934;&#24618;&#65292;&#20445;&#25252;&#24072;&#29238;&#21644;&#24072;&#24351;&#12290;</data>
      <data key=d2>0567c1074c69229755f198c16a2aa25c</data>
    </node>
    <node id=&quot;&#20117;&#26408;&#29364;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#20117;&#26408;&#29364;&#26159;&#19968;&#20301;&#26143;&#23448;&#65292;&#21442;&#19982;&#25429;&#25417;&#29312;&#29275;&#31934;&#65292;&#24182;&#36127;&#36131;&#29301;&#21046;&#20854;&#20013;&#19968;&#21482;&#29312;&#29275;&#31934;&#12290;&#21516;&#26102;&#65292;&#20117;&#26408;&#29364;&#20063;&#26159;&#26143;&#23448;&#20043;&#19968;&#65292;&#19982;&#23385;&#22823;&#22307;&#19968;&#36215;&#36861;&#25429;&#22934;&#24618;&#12290;</data>
      <data key=d2>0567c1074c69229755f198c16a2aa25c,4f18e8f212ebd6ee8ee701599a31a7e5</data>
    </node>
    <node id=&quot;&#35282;&#26408;&#34527;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#35282;&#26408;&#34527;&#26159;&#19968;&#20301;&#26143;&#23448;&#65292;&#21442;&#19982;&#25429;&#25417;&#29312;&#29275;&#31934;&#65292;&#24182;&#36127;&#36131;&#29301;&#21046;&#20854;&#20013;&#19968;&#21482;&#29312;&#29275;&#31934;&#12290;&#21516;&#26102;&#65292;&#35282;&#26408;&#34527;&#20063;&#26159;&#26143;&#23448;&#20043;&#19968;&#65292;&#19982;&#23385;&#22823;&#22307;&#19968;&#36215;&#36861;&#25429;&#22934;&#24618;&#12290;</data>
      <data key=d2>0567c1074c69229755f198c16a2aa25c,4f18e8f212ebd6ee8ee701599a31a7e5</data>
    </node>
    <node id=&quot;&#37329;&#24179;&#24904;&#20113;&#23546;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#37329;&#24179;&#24904;&#20113;&#23546;&#26159;&#21776;&#20711;&#21644;&#24466;&#24351;&#20204;&#36820;&#22238;&#30340;&#22320;&#28857;&#12290;</data>
      <data key=d2>0567c1074c69229755f198c16a2aa25c</data>
    </node>
    <node id=&quot;&#35199;&#27915;&#22823;&#28023;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#35199;&#27915;&#22823;&#28023;&#26159;&#22934;&#24618;&#36867;&#24448;&#30340;&#22320;&#28857;&#65292;&#20063;&#26159;&#23385;&#22823;&#22307;&#21644;&#26143;&#23448;&#25112;&#26007;&#30340;&#22320;&#26041;&#12290;</data>
      <data key=d2>0567c1074c69229755f198c16a2aa25c</data>
    </node>
    <node id=&quot;&#26007;&#26408;&#29548;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#26007;&#26408;&#29548;&#26159;&#26143;&#23448;&#20043;&#19968;&#65292;&#21442;&#19982;&#36861;&#25429;&#22934;&#24618;&#12290;</data>
      <data key=d2>0567c1074c69229755f198c16a2aa25c</data>
    </node>
    <node id=&quot;&#25942;&#25705;&#26114;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#25942;&#25705;&#26114;&#26159;&#40857;&#29579;&#30340;&#22826;&#23376;&#65292;&#36127;&#36131;&#28857;&#20853;&#24110;&#21161;&#23385;&#22823;&#22307;&#12290;</data>
      <data key=d2>0567c1074c69229755f198c16a2aa25c</data>
    </node>
    <node id=&quot;&#32769;&#40857;&#29579;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#32769;&#40857;&#29579;&#26159;&#19968;&#20301;&#40857;&#26063;&#39046;&#34966;&#65292;&#25351;&#25381;&#20891;&#38431;&#22260;&#25429;&#29312;&#29275;&#31934;&#65292;&#24182;&#19982;&#23385;&#22823;&#22307;&#21512;&#20316;&#12290;</data>
      <data key=d2>4f18e8f212ebd6ee8ee701599a31a7e5</data>
    </node>
    <node id=&quot;&#25429;&#25417;&#29312;&#29275;&#31934;&quot;>
      <data key=d0>EVENT</data>
      <data key=d1>&#25429;&#25417;&#29312;&#29275;&#31934;&#26159;&#19968;&#22330;&#25112;&#26007;&#65292;&#28041;&#21450;&#32769;&#40857;&#29579;&#12289;&#23385;&#22823;&#22307;&#21450;&#20854;&#22242;&#38431;&#65292;&#30446;&#30340;&#26159;&#28165;&#38500;&#22934;&#39764;&#12290;</data>
      <data key=d2>4f18e8f212ebd6ee8ee701599a31a7e5</data>
    </node>
    <node id=&quot;&#24220;&#21439;&#23448;&#21592;&quot;>
      <data key=d0>ORGANIZATION</data>
      <data key=d1>&#24220;&#21439;&#23448;&#21592;&#26159;&#22320;&#26041;&#25919;&#24220;&#30340;&#20195;&#34920;&#65292;&#21442;&#19982;&#20102;&#24198;&#31069;&#38477;&#22934;&#25104;&#21151;&#30340;&#27963;&#21160;&#12290;</data>
      <data key=d2>1990b0e5dbc8a0b2a4da63260b029dce</data>
    </node>
    <node id=&quot;&#24067;&#37329;&#31109;&#23546;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#24067;&#37329;&#31109;&#23546;&#26159;&#19968;&#24231;&#20301;&#20110;&#36335;&#26049;&#30340;&#22823;&#23546;&#65292;&#26377;&#30528;&#24736;&#20037;&#30340;&#21382;&#21490;&#21644;&#29420;&#29305;&#30340;&#24314;&#31569;&#39118;&#26684;&#65292;&#19982;&#20315;&#25945;&#25925;&#20107;&#20013;&#30340;&#33293;&#21355;&#22269;&#30028;&#26377;&#20851;&#12290;</data>
      <data key=d2>5ea1a0a8cea596dc3b5aaa11559f8229</data>
    </node>
    <node id=&quot;&#33293;&#21355;&#22269;&#30028;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#33293;&#21355;&#22269;&#30028;&#26159;&#20315;&#25945;&#25925;&#20107;&#20013;&#30340;&#19968;&#20010;&#22320;&#28857;&#65292;&#19982;&#24067;&#37329;&#31109;&#23546;&#26377;&#20851;&#32852;&#65292;&#28041;&#21450;&#21040;&#32473;&#23396;&#29420;&#38271;&#32773;&#29992;&#40644;&#37329;&#24067;&#28385;&#22253;&#22320;&#35831;&#20315;&#35762;&#32463;&#30340;&#25925;&#20107;&#12290;</data>
      <data key=d2>5ea1a0a8cea596dc3b5aaa11559f8229</data>
    </node>
    <node id=&quot;&#12298;&#33324;&#33509;&#24515;&#32463;&#12299;&quot;>
      <data key=d0>EVENT</data>
      <data key=d1>&#12298;&#33324;&#33509;&#24515;&#32463;&#12299;&#26159;&#21776;&#20711;&#38543;&#36523;&#25658;&#24102;&#30340;&#32463;&#25991;&#65292;&#23545;&#21776;&#20711;&#21644;&#34892;&#32773;&#37117;&#26377;&#37325;&#35201;&#30340;&#24847;&#20041;&#12290;</data>
      <data key=d2>5ea1a0a8cea596dc3b5aaa11559f8229</data>
    </node>
    <node id=&quot;&#37329;&#23546;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#37329;&#23546;&#26159;&#19968;&#20010;&#22320;&#29702;&#20301;&#32622;&#65292;&#20301;&#20110;&#25925;&#20107;&#20013;&#65292;&#26159;&#21776;&#20711;&#19968;&#34892;&#20154;&#20572;&#30041;&#30340;&#22320;&#26041;&#65292;&#21407;&#21517;&#33293;&#21355;&#22269;&#32473;&#23396;&#29420;&#22253;&#23546;&#65292;&#21448;&#21517;&#31047;&#22253;&#12290;</data>
      <data key=d2>f641d615147caccfa6486ae592a76907</data>
    </node>
    <node id=&quot;&#33293;&#21355;&#22269;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#33293;&#21355;&#22269;&#26159;&#37329;&#23546;&#25152;&#22312;&#22320;&#30340;&#21407;&#21517;&#65292;&#32473;&#23396;&#29420;&#38271;&#32773;&#22312;&#27492;&#23621;&#20303;&#24182;&#35831;&#20315;&#35762;&#32463;&#12290;</data>
      <data key=d2>f641d615147caccfa6486ae592a76907</data>
    </node>
    <node id=&quot;&#32473;&#23396;&#29420;&#38271;&#32773;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#32473;&#23396;&#29420;&#38271;&#32773;&#26159;&#19968;&#20301;&#34388;&#35802;&#30340;&#20315;&#25945;&#24466;&#65292;&#26366;&#22312;&#33293;&#21355;&#22269;&#35831;&#20315;&#35762;&#32463;&#65292;&#37329;&#30742;&#24067;&#22320;&#65292;&#26159;&#37329;&#23546;&#30340;&#21382;&#21490;&#20154;&#29289;&#12290;</data>
      <data key=d2>f641d615147caccfa6486ae592a76907</data>
    </node>
    <node id=&quot;&#24067;&#37329;&#23546;&quot;>
      <data key=d0>ORGANIZATION</data>
      <data key=d1>&#24067;&#37329;&#23546;&#26159;&#19968;&#20010;&#22320;&#28857;&#65292;&#21776;&#20711;&#26366;&#22312;&#37027;&#37324;&#27714;&#23487;&#65292;&#24182;&#20174;&#19968;&#20301;&#32769;&#20711;&#37027;&#37324;&#24471;&#30693;&#20027;&#20154;&#30340;&#28040;&#24687;&#12290;&#24067;&#37329;&#23546;&#26159;&#37329;&#38401;&#30340;&#21035;&#21517;&#65292;&#22240;&#32473;&#23396;&#29420;&#38271;&#32773;&#37329;&#30742;&#24067;&#22320;&#32780;&#24471;&#21517;&#65292;&#26159;&#19968;&#20010;&#20315;&#25945;&#23546;&#38498;&#12290;</data>
      <data key=d2>419b8f0889743037b021c7e756f7350d,f641d615147caccfa6486ae592a76907</data>
    </node>
    <node id=&quot;&#30334;&#33050;&#23665;&quot;>
      <data key=d0>GEO</data>
